Cobertura Nuvens (%),Data,Ponto Orvalho (°C),Irradiacao Solar Difusa Media (W/m²),Irradiacao Solar Direta Media (W/m²),Irradiacao Solar Horizontal Media (W/m²),Irradiacao Solar Difusa Max (W/m²),Irradiacao Solar Direta Max (W/m²),Irradiacao Solar Horizontal Max (W/m²),Temp Max (°C),Horario Temp Max,Indice UV Max,Direcao Max Vento (graus),Velocidade Max Vento (m/s),max_wind_spd_ts,Temp Min (°C),Horario Temp Min,Precipitacao (mm),Precipitacao Estimada (mm),Pressao Media (mb),Status Revisao,Umidade Relativa (%),Pressao ao Nivel do Mar (mb),Neve Acumulada (mm),Profundidade Neve (mm),Radiacao Solar Media (W/m²),Irradiacao Solar Difusa Total (W/m²),Irradiacao Solar Direta Total (W/m²),Irradiacao Solar Horizontal Total (W/m²),Radiacao Solar Total (W/m²),Temp Media (°C),Timestamp,Direcao Vento (graus),Rajada Vento (m/s),Velocidade Vento (m/s)
52,2023-01-01,17.8,57,453,376,135,998,1123,28.1,1672574400,8.5,117,2.4,1672574400,18.9,1672531200,0.8,0.8,883,final,74,1015,0,,358,1379,10882,9019,8581,23.0,1672520400,117,6.8,1.9
79,2023-01-02,18.7,57,453,376,135,998,1123,27.0,1672646400,6.6,108,2.0,1672660800,19.6,1672675200,45.3,45.3,883,final,80,1016,0,,217,1379,10880,9015,5207,22.5,1672606800,108,6.8,1.5
96,2023-01-03,18.4,57,453,375,135,998,1123,25.6,1672743600,4.0,55,3.6,1672743600,19.3,1672711200,17.8,17.8,884,final,82,1017,0,,113,1378,10877,9011,2720,21.7,1672693200,55,9.6,2.7
100,2023-01-04,18.6,57,453,375,135,998,1122,23.3,1672822800,4.0,52,3.6,1672833600,18.9,1672783200,20.5,20.5,883,final,88,1017,0,,80,1378,10873,9007,1912,20.8,1672779600,52,10.4,3.0
98,2023-01-05,18.5,57,453,375,135,998,1122,24.8,1672909200,4.0,49,4.0,1672916400,18.9,1672884000,15.0,15.0,883,final,86,1016,0,,102,1377,10869,9002,2447,21.1,1672866000,49,10.4,3.0
89,2023-01-06,19.0,57,453,375,135,998,1122,26.7,1673002800,4.8,47,4.4,1673002800,19.3,1672970400,10.5,10.5,885,final,83,1017,0,,167,1377,10865,8996,3999,22.2,1672952400,47,11.2,3.0
44,2023-01-07,18.6,57,453,375,135,998,1122,28.1,1673089200,10.9,75,4.0,1673092800,18.9,1673056800,10.0,10.0,884,final,77,1017,0,,366,1376,10860,8990,8784,23.3,1673038800,75,10.8,2.2
87,2023-01-08,19.4,57,452,374,135,998,1122,28.5,1673168400,5.4,82,3.2,1673175600,20.0,1673128800,16.0,16.0,883,final,80,1015,0,,191,1375,10855,8983,4584,23.4,1673125200,82,8.8,1.9
92,2023-01-09,20.4,57,452,374,135,998,1122,26.7,1673262000,5.8,49,3.2,1673265600,20.7,1673215200,57.5,57.5,884,final,86,1017,0,,210,1375,10849,8976,5045,22.9,1673211600,49,9.6,2.1
98,2023-01-10,19.4,57,452,374,135,998,1121,26.7,1673352000,4.4,59,3.2,1673352000,19.3,1673380800,64.5,64.5,883,final,84,1016,0,,125,1374,10842,8968,2994,22.4,1673298000,59,9.2,2.4
76,2023-01-11,18.5,57,451,373,135,998,1121,25.2,1673427600,6.5,50,4.0,1673438400,18.9,1673402400,8.3,8.3,882,final,84,1015,0,,274,1373,10835,8960,6569,21.6,1673384400,50,10.8,3.1
77,2023-01-12,18.9,57,451,373,135,998,1121,27.0,1673514000,8.7,65,3.6,1673521200,18.5,1673488800,5.5,5.5,882,final,83,1015,0,,305,1372,10828,8951,7322,22.0,1673470800,65,10.0,2.7
73,2023-01-13,19.1,57,451,373,135,998,1121,26.3,1673600400,8.1,76,3.6,1673604000,19.3,1673575200,4.5,4.5,883,final,84,1016,0,,289,1371,10820,8942,6939,22.2,1673557200,76,10.0,2.8
58,2023-01-14,18.4,57,450,372,135,997,1120,25.6,1673697600,8.2,69,4.4,1673697600,18.9,1673661600,0.0,0.0,884,final,80,1017,0,,334,1370,10811,8932,8009,22.2,1673643600,69,11.6,3.3
54,2023-01-15,18.1,57,450,372,134,997,1120,24.8,1673780400,8.8,73,4.4,1673773200,18.5,1673748000,0.0,0.0,884,final,81,1018,0,,351,1369,10802,8921,8423,21.6,1673730000,73,12.0,3.3
48,2023-01-16,18.1,57,450,371,134,997,1119,26.3,1673863200,9.4,66,4.4,1673859600,19.3,1673820000,1.0,1.0,886,final,78,1018,0,,348,1367,10793,8910,8341,22.3,1673816400,66,11.6,3.2
41,2023-01-17,17.8,57,449,371,134,997,1119,27.4,1673953200,9.8,65,5.2,1673946000,18.9,1673920800,0.0,0.0,886,final,75,1018,0,,353,1366,10782,8899,8484,22.8,1673902800,65,12.8,3.4
35,2023-01-18,16.6,57,449,370,134,997,1118,25.9,1674039600,9.0,71,4.8,1674039600,17.8,1674007200,0.0,0.0,885,final,74,1018,0,,363,1365,10772,8887,8715,21.7,1673989200,71,12.8,3.4
83,2023-01-19,16.9,57,448,370,134,996,1118,27.4,1674126000,4.0,83,5.6,1674118800,17.8,1674093600,0.0,0.0,883,final,75,1016,0,,128,1363,10761,8874,3082,22.0,1674075600,83,14.4,3.7
98,2023-01-20,16.8,57,448,369,134,996,1117,27.0,1674212400,4.4,86,5.2,1674201600,17.8,1674172800,0.0,0.0,881,final,74,1013,0,,132,1362,10749,8861,3169,22.0,1674162000,86,13.6,3.4
84,2023-01-21,18.9,57,447,369,134,996,1117,25.9,1674298800,8.7,83,5.2,1674291600,19.3,1674262800,2.0,2.0,879,final,83,1011,0,,290,1360,10737,8847,6953,22.1,1674248400,83,14.0,3.7
99,2023-01-22,19.0,57,447,368,134,996,1116,24.1,1674385200,3.9,84,4.8,1674374400,19.6,1674352800,13.3,13.3,877,final,88,1009,0,,82,1358,10724,8833,1966,21.2,1674334800,84,14.4,3.6
97,2023-01-23,19.0,57,446,367,134,995,1115,24.4,1674471600,4.8,88,5.2,1674471600,20.0,1674439200,26.3,26.3,877,final,85,1009,0,,145,1357,10711,8817,3476,21.8,1674421200,88,16.0,4.4
82,2023-01-24,18.4,56,446,367,134,995,1114,26.7,1674558000,9.3,86,6.0,1674558000,20.0,1674525600,12.3,12.3,877,final,81,1009,0,,303,1355,10697,8802,7282,22.0,1674507600,86,16.8,4.6
100,2023-01-25,18.7,56,445,366,134,995,1114,25.2,1674644400,3.9,89,4.4,1674637200,19.6,1674612000,19.5,19.5,876,final,84,1008,0,,84,1353,10682,8786,2020,21.6,1674594000,89,13.6,3.5
99,2023-01-26,19.4,56,444,365,134,994,1113,23.3,1674730800,4.1,92,5.2,1674723600,19.6,1674698400,41.0,41.0,876,final,90,1008,0,,78,1351,10667,8769,1881,21.1,1674680400,92,15.6,3.8
100,2023-01-27,20.4,56,444,365,134,994,1112,23.7,1674810000,3.9,67,4.0,1674817200,20.0,1674846000,45.3,45.3,877,final,92,1009,0,,63,1349,10652,8752,1509,21.8,1674766800,67,13.2,3.2
99,2023-01-28,19.8,56,443,364,134,994,1111,28.5,1674907200,3.9,60,5.2,1674900000,20.7,1674936000,1.0,1.0,876,final,78,1007,0,,93,1347,10636,8734,2242,24.1,1674853200,60,14.4,3.9
80,2023-01-29,19.7,56,442,363,134,993,1110,27.8,1674990000,8.0,280,6.4,1674975600,21.9,1674943200,0.5,0.5,877,final,77,1008,0,,276,1345,10619,8715,6625,24.2,1674939600,280,18.8,4.1
59,2023-01-30,19.1,56,442,362,134,993,1109,27.4,1675076400,8.1,215,3.2,1675076400,19.3,1675105200,0.0,0.0,882,final,80,1013,0,,330,1343,10602,8696,7926,23.0,1675026000,215,8.8,1.8
89,2023-01-31,17.9,56,441,361,134,992,1108,25.2,1675155600,6.2,119,2.8,1675170000,18.1,1675195200,2.3,2.3,884,final,82,1017,0,,218,1341,10585,8676,5223,21.3,1675112400,119,8.0,1.8
91,2023-02-01,16.7,56,440,361,134,992,1106,23.3,1675249200,3.9,82,4.0,1675278000,17.4,1675281600,0.5,0.5,884,final,82,1017,0,,136,1338,10566,8656,3268,19.8,1675198800,82,10.0,2.8
79,2023-02-02,17.3,56,439,360,133,991,1105,24.4,1675346400,6.6,68,3.6,1675342800,18.1,1675288800,3.8,3.8,883,final,82,1017,0,,275,1336,10548,8634,6592,20.7,1675285200,68,9.6,3.1
71,2023-02-03,18.0,56,439,359,133,991,1104,25.6,1675422000,9.1,61,4.4,1675432800,18.1,1675375200,3.3,3.3,883,final,82,1016,0,,316,1333,10528,8613,7591,21.3,1675371600,61,11.2,3.1
86,2023-02-04,18.9,55,438,358,133,990,1102,25.2,1675508400,7.4,71,3.6,1675515600,19.3,1675461600,12.3,12.3,882,final,85,1015,0,,223,1331,10509,8591,5343,21.5,1675458000,71,9.6,2.8
88,2023-02-05,18.1,55,437,357,133,990,1101,23.7,1675598400,5.7,73,4.4,1675602000,18.9,1675627200,2.5,2.5,881,final,84,1014,0,,227,1328,10488,8568,5440,20.9,1675544400,73,11.2,3.3
94,2023-02-06,18.4,55,436,356,133,989,1100,24.8,1675681200,5.8,77,4.4,1675677600,18.5,1675634400,7.3,7.3,882,final,84,1015,0,,187,1326,10467,8544,4479,21.3,1675630800,77,11.2,3.1
100,2023-02-07,18.9,55,435,355,133,989,1098,22.6,1675760400,3.8,61,4.8,1675778400,19.3,1675800000,10.0,10.0,883,final,89,1016,0,,64,1323,10445,8520,1541,20.8,1675717200,61,13.6,3.2
100,2023-02-08,18.9,55,434,354,133,988,1096,24.8,1675846800,3.8,64,4.0,1675857600,19.6,1675807200,5.8,5.8,884,final,86,1017,0,,79,1320,10423,8495,1905,21.3,1675803600,64,11.2,2.8
97,2023-02-09,18.7,55,433,353,133,988,1095,25.2,1675951200,3.8,59,4.8,1675947600,18.9,1675972800,0.0,0.0,884,final,83,1016,0,,92,1317,10401,8470,2217,21.8,1675890000,59,12.4,3.5
53,2023-02-10,16.8,55,432,352,133,987,1093,28.5,1676030400,10.1,65,3.6,1676037600,17.4,1675980000,0.0,0.0,883,final,73,1016,0,,324,1314,10377,8444,7784,22.4,1675976400,65,9.6,2.2
28,2023-02-11,18.1,55,431,351,133,986,1091,29.6,1676116800,12.0,111,2.4,1676124000,18.1,1676145600,0.0,0.0,883,final,75,1015,0,,349,1311,10353,8417,8369,23.5,1676062800,111,6.8,1.7
70,2023-02-12,18.9,55,430,350,132,986,1090,28.9,1676199600,5.8,53,3.6,1676210400,19.6,1676152800,0.0,0.0,883,final,77,1015,0,,223,1308,10329,8390,5342,23.5,1676149200,53,9.6,2.7
50,2023-02-13,18.2,54,429,348,132,985,1088,27.8,1676286000,8.6,61,3.2,1676296800,19.6,1676239200,0.0,0.0,884,final,75,1017,0,,325,1305,10304,8362,7806,23.2,1676235600,61,8.4,2.6
39,2023-02-14,17.5,54,428,347,132,984,1086,27.0,1676372400,9.1,55,4.0,1676383200,17.8,1676325600,0.0,0.0,883,final,76,1016,0,,336,1302,10278,8334,8053,22.2,1676322000,55,10.4,2.8
44,2023-02-15,17.3,54,427,346,132,984,1084,27.4,1676462400,9.9,51,3.6,1676466000,18.5,1676412000,0.0,0.0,881,final,75,1013,0,,339,1298,10252,8305,8136,22.4,1676408400,51,10.0,2.6
68,2023-02-16,18.1,54,426,345,132,983,1081,27.4,1676538000,4.8,70,3.6,1676548800,18.5,1676494800,1.3,1.3,881,final,77,1013,0,,219,1295,10225,8275,5263,22.7,1676494800,70,9.6,2.2
67,2023-02-17,19.1,54,425,344,132,982,1079,28.1,1676624400,9.3,122,2.0,1676628000,19.3,1676584800,11.0,11.0,881,final,79,1013,0,,303,1292,10198,8245,7276,23.2,1676581200,122,7.2,1.4
66,2023-02-18,19.6,54,424,342,132,981,1077,28.9,1676718000,9.0,154,2.0,1676750400,20.4,1676685600,11.0,11.0,881,final,79,1013,0,,276,1288,10169,8214,6624,23.7,1676667600,154,7.6,1.2
66,2023-02-19,20.5,54,423,341,132,980,1075,29.6,1676808000,9.1,77,2.8,1676811600,20.4,1676768400,1.0,1.0,882,final,80,1014,0,,315,1285,10141,8183,7566,24.5,1676754000,77,7.6,1.7
23,2023-02-20,18.6,53,421,340,131,980,1072,29.6,1676890800,11.6,45,4.0,1676876400,20.0,1676912400,0.0,0.0,883,final,73,1015,0,,339,1281,10111,8151,8146,24.3,1676840400,45,10.8,2.9
58,2023-02-21,19.3,53,420,338,131,979,1070,29.3,1676973600,7.3,68,4.4,1677009600,19.3,1676944800,0.0,0.0,883,final,76,1015,0,,188,1277,10081,8118,4512,24.1,1676926800,68,11.2,2.5
77,2023-02-22,20.1,53,419,337,131,978,1067,27.0,1677056400,6.5,70,7.2,1677020400,21.1,1677034800,14.8,14.8,883,final,82,1015,0,,236,1273,10051,8085,5666,23.6,1677013200,70,19.2,4.8
74,2023-02-23,19.5,53,417,335,131,977,1065,27.4,1677146400,7.1,47,5.2,1677157200,20.7,1677114000,2.0,2.0,884,final,80,1016,0,,264,1269,10019,8052,6339,23.3,1677099600,47,13.2,3.7
97,2023-02-24,17.1,53,416,334,131,976,1062,28.9,1677236400,3.6,55,3.2,1677243600,18.9,1677261600,0.0,0.0,884,final,71,1016,0,,83,1265,9987,8017,2002,23.2,1677186000,55,9.2,2.7
77,2023-02-25,17.3,53,415,333,131,975,1060,29.3,1677326400,8.4,60,3.6,1677326400,17.8,1677276000,0.0,0.0,884,final,71,1017,0,,243,1261,9955,7983,5835,23.2,1677272400,60,10.0,2.7
72,2023-02-26,18.0,52,413,331,130,974,1057,29.3,1677409200,5.0,51,3.2,1677416400,19.3,1677434400,0.0,0.0,885,final,73,1017,0,,228,1257,9922,7947,5469,23.9,1677358800,51,9.2,2.6
81,2023-02-27,17.9,52,412,330,130,973,1054,29.6,1677495600,4.1,55,3.6,1677506400,19.3,1677528000,0.0,0.0,885,final,73,1018,0,,164,1253,9888,7912,3940,23.7,1677445200,55,10.0,2.8
69,2023-02-28,17.9,52,411,328,130,972,1051,28.5,1677582000,8.9,45,4.0,1677592800,19.6,1677535200,0.0,0.0,885,final,73,1017,0,,313,1249,9853,7875,7505,23.4,1677531600,45,10.4,2.7
69,2023-03-01,17.2,52,408,325,130,970,1045,30.0,1677668400,6.1,149,2.8,1677675600,18.5,1677636000,16.0,16.0,883,final,69,1014,0,,274,1240,9781,7801,6572,23.9,1677618000,149,8.0,1.9
94,2023-03-02,19.3,51,406,323,130,969,1042,28.9,1677754800,4.0,161,2.0,1677740400,20.0,1677708000,21.3,21.3,881,final,82,1013,0,,143,1235,9745,7763,3428,22.8,1677704400,161,6.4,1.1
99,2023-03-03,19.4,51,404,322,129,968,1039,26.3,1677830400,3.5,97,2.4,1677862800,20.0,1677808800,33.5,33.5,881,final,86,1014,0,,74,1231,9707,7725,1781,22.1,1677790800,97,7.2,1.5
100,2023-03-04,19.9,51,403,320,129,967,1035,22.6,1677927600,3.4,82,2.4,1677931200,19.6,1677960000,84.3,84.3,881,final,94,1014,0,,43,1226,9669,7686,1028,20.9,1677877200,82,6.4,1.7
100,2023-03-05,19.6,51,401,319,129,966,1032,21.5,1678017600,3.4,80,3.2,1678014000,19.6,1678046400,72.3,72.3,879,final,95,1012,0,,36,1221,9630,7647,858,20.4,1677963600,80,10.4,2.9
100,2023-03-06,20.1,51,400,317,129,965,1029,25.2,1678100400,3.4,64,4.4,1678093200,20.0,1678132800,85.5,85.5,877,final,90,1009,0,,73,1216,9591,7607,1740,22.0,1678050000,64,12.4,3.0
99,2023-03-07,19.6,50,398,315,129,964,1025,27.0,1678190400,3.4,61,4.0,1678179600,19.6,1678140000,6.8,6.8,878,final,86,1009,0,,76,1211,9551,7567,1827,22.3,1678136400,61,11.6,2.8
92,2023-03-08,19.9,50,396,314,128,963,1022,25.2,1678266000,4.2,75,3.2,1678280400,20.0,1678226400,2.8,2.8,880,final,88,1012,0,,135,1206,9510,7527,3236,22.1,1678222800,75,10.0,2.7
94,2023-03-09,19.5,50,395,312,128,961,1018,23.3,1678352400,3.4,75,3.2,1678366800,19.3,1678312800,8.0,8.0,881,final,91,1013,0,,70,1201,9468,7486,1674,21.1,1678309200,75,10.0,2.5
62,2023-03-10,17.4,50,393,310,128,960,1015,25.2,1678424400,8.3,78,4.4,1678449600,18.5,1678478400,0.0,0.0,881,final,79,1014,0,,291,1196,9426,7445,6990,21.4,1678395600,78,11.2,2.9
72,2023-03-11,17.3,50,391,308,128,959,1011,25.2,1678536000,5.1,70,4.0,1678518000,17.8,1678564800,2.0,2.0,882,final,81,1015,0,,183,1190,9384,7403,4390,20.9,1678482000,70,10.4,2.6
40,2023-03-12,16.8,49,389,307,127,958,1007,26.3,1678618800,8.5,80,2.4,1678633200,16.3,1678572000,0.0,0.0,882,final,79,1015,0,,296,1185,9341,7362,7116,21.1,1678568400,80,6.8,1.8
89,2023-03-13,17.5,49,387,305,127,957,1003,24.4,1678698000,3.6,72,4.0,1678708800,17.4,1678737600,2.5,2.5,883,final,84,1016,0,,125,1179,9297,7320,3007,20.4,1678654800,72,10.8,2.8
97,2023-03-14,17.3,49,386,303,127,955,999,24.8,1678795200,4.3,73,4.4,1678791600,18.1,1678741200,1.0,1.0,882,final,81,1016,0,,123,1174,9254,7277,2959,20.8,1678741200,73,11.2,3.1
99,2023-03-15,17.8,49,384,301,127,954,995,23.3,1678878000,3.2,71,3.2,1678863600,18.1,1678910400,45.5,45.5,881,final,89,1014,0,,66,1168,9211,7235,1588,19.8,1678827600,71,8.4,2.0
86,2023-03-16,18.5,48,382,300,126,953,991,25.9,1678964400,3.7,186,2.4,1678960800,18.1,1678914000,22.5,22.5,880,final,86,1012,0,,141,1162,9168,7192,3389,21.1,1678914000,186,10.0,1.6
44,2023-03-17,17.9,48,380,298,126,951,987,25.6,1679050800,6.9,226,3.2,1679050800,17.8,1679004000,0.0,0.0,880,final,82,1012,0,,270,1156,9127,7149,6470,21.3,1679000400,226,9.6,1.8
56,2023-03-18,17.3,48,379,296,126,950,983,26.3,1679130000,6.5,146,1.6,1679140800,16.7,1679104800,0.0,0.0,882,final,80,1015,0,,239,1150,9087,7107,5738,21.3,1679086800,146,5.6,1.1
69,2023-03-19,18.8,48,377,294,126,949,979,25.9,1679227200,6.0,75,2.8,1679227200,18.1,1679191200,18.8,18.8,883,final,84,1015,0,,255,1143,9050,7064,6131,21.7,1679173200,75,7.2,1.5
75,2023-03-20,19.6,47,376,293,126,947,975,25.9,1679302800,6.0,69,2.0,1679313600,19.3,1679281200,8.5,8.5,883,final,89,1016,0,,236,1137,9017,7021,5675,21.7,1679259600,69,6.8,1.4
82,2023-03-21,19.4,47,375,291,125,946,971,25.6,1679396400,6.6,72,2.8,1679396400,19.6,1679364000,6.3,6.3,883,final,86,1016,0,,213,1130,8988,6978,5105,21.8,1679346000,72,7.6,2.1
76,2023-03-22,19.1,47,373,289,125,945,966,25.9,1679475600,5.6,55,3.6,1679482800,19.3,1679450400,4.5,4.5,884,final,85,1017,0,,221,1125,8962,6935,5298,21.8,1679432400,55,8.8,2.4
69,2023-03-23,19.0,47,372,287,125,943,962,25.2,1679569200,6.7,55,3.6,1679569200,19.3,1679522400,4.3,4.3,884,final,85,1017,0,,254,1120,8936,6892,6092,21.7,1679518800,55,9.6,2.6
63,2023-03-24,18.4,46,371,285,124,942,958,25.6,1679659200,6.9,75,2.8,1679659200,18.5,1679623200,1.8,1.8,884,final,82,1017,0,,267,1116,8910,6849,6401,21.8,1679605200,75,8.4,2.0
81,2023-03-25,18.6,46,370,284,124,940,953,24.1,1679742000,4.7,104,2.8,1679742000,18.5,1679709600,12.5,12.5,884,final,87,1017,0,,194,1111,8885,6805,4650,20.8,1679691600,104,8.8,2.0
68,2023-03-26,18.4,46,369,282,124,939,949,24.1,1679828400,6.0,62,4.4,1679832000,18.5,1679796000,7.5,7.5,883,final,86,1016,0,,248,1107,8860,6762,5964,20.9,1679778000,62,11.2,3.2
51,2023-03-27,18.3,46,368,280,124,937,944,26.7,1679904000,6.7,183,3.2,1679914800,18.1,1679918400,0.5,0.5,881,final,81,1013,0,,270,1102,8835,6718,6481,21.9,1679864400,183,9.6,2.1
50,2023-03-28,14.7,46,367,278,123,936,939,21.5,1679994000,7.4,217,3.2,1680004800,14.8,1680033600,1.0,1.0,881,final,79,1015,0,,225,1099,8810,6674,5400,18.6,1679950800,217,8.8,2.2
41,2023-03-29,14.4,46,366,276,123,935,935,24.8,1680091200,8.1,86,3.2,1680091200,14.1,1680040800,0.0,0.0,883,final,76,1017,0,,263,1095,8784,6630,6322,19.0,1680037200,86,7.6,2.1
66,2023-03-30,18.1,45,365,274,123,933,930,26.3,1680174000,6.1,112,3.2,1680181200,17.4,1680141600,5.5,5.5,882,final,84,1015,0,,242,1091,8758,6586,5812,21.0,1680123600,112,9.6,1.9
74,2023-03-31,19.4,45,364,273,123,931,926,25.2,1680264000,5.6,123,1.6,1680264000,18.9,1680213600,4.5,4.5,883,final,88,1016,0,,228,1087,8732,6541,5477,21.6,1680210000,123,6.4,1.0
97,2023-04-01,19.8,45,363,271,122,930,921,25.6,1680346800,3.2,76,2.4,1680350400,20.0,1680314400,31.3,31.3,884,final,87,1016,0,,102,1083,8705,6497,2451,22.1,1680296400,76,7.6,1.6
71,2023-04-02,18.9,45,362,269,122,928,916,25.2,1680426000,6.1,117,2.0,1680433200,18.5,1680400800,18.0,18.0,882,final,89,1016,0,,234,1079,8678,6452,5614,21.0,1680382800,117,7.2,1.2
60,2023-04-03,17.9,45,360,267,122,927,911,24.8,1680519600,5.7,76,2.8,1680519600,17.4,1680487200,0.0,0.0,881,final,86,1014,0,,228,1075,8651,6407,5478,20.6,1680469200,76,7.2,1.7
56,2023-04-04,18.4,45,359,265,121,925,907,27.0,1680598800,6.8,122,2.0,1680613200,18.5,1680559200,1.0,1.0,881,final,80,1014,0,,252,1071,8624,6363,6056,22.2,1680555600,122,6.4,1.5
54,2023-04-05,19.0,44,358,263,121,924,902,26.7,1680692400,6.2,79,2.4,1680696000,18.5,1680660000,4.8,4.8,883,final,84,1015,0,,247,1067,8596,6318,5928,22.0,1680642000,79,6.4,1.7
82,2023-04-06,18.9,44,357,261,121,922,897,25.6,1680778800,4.4,64,4.0,1680782400,19.3,1680811200,4.5,4.5,883,final,85,1016,0,,185,1063,8568,6273,4439,21.7,1680728400,64,10.0,2.5
64,2023-04-07,18.1,44,356,259,120,921,892,25.9,1680868800,6.1,60,4.0,1680868800,18.9,1680818400,3.0,3.0,884,final,82,1017,0,,238,1059,8540,6228,5709,21.5,1680814800,60,10.4,2.6
88,2023-04-08,18.2,44,355,258,120,919,887,25.9,1680948000,3.1,54,3.2,1680955200,18.9,1680904800,5.3,5.3,885,final,82,1018,0,,133,1055,8512,6183,3186,21.6,1680901200,54,8.8,2.1
52,2023-04-09,17.9,44,353,256,120,917,882,25.6,1681030800,6.8,70,2.4,1681038000,18.5,1681070400,0.5,0.5,884,final,82,1017,0,,248,1051,8484,6138,5961,21.4,1680987600,70,6.8,1.8
28,2023-04-10,17.2,44,352,254,120,916,878,26.7,1681124400,7.6,91,2.0,1681124400,17.0,1681077600,0.5,0.5,882,final,79,1015,0,,253,1046,8455,6093,6076,21.4,1681074000,91,6.4,1.4
33,2023-04-11,16.0,43,351,252,119,914,873,27.8,1681192800,8.0,190,2.4,1681210800,16.7,1681178400,0.0,0.0,880,final,72,1013,0,,251,1042,8426,6048,6017,22.0,1681160400,190,7.6,1.4
81,2023-04-12,15.0,43,350,250,119,912,868,26.7,1681297200,3.5,189,2.8,1681297200,15.9,1681261200,0.0,0.0,881,final,69,1014,0,,104,1038,8397,6003,2491,21.3,1681246800,189,7.6,1.4
36,2023-04-13,16.5,43,349,248,119,911,863,25.9,1681383600,6.9,163,2.0,1681390800,16.7,1681347600,1.0,1.0,883,final,76,1016,0,,246,1034,8367,5959,5901,21.1,1681333200,163,5.6,1.1
45,2023-04-14,17.3,43,347,246,118,909,858,26.7,1681470000,6.2,106,2.4,1681480800,17.0,1681437600,0.0,0.0,883,final,79,1016,0,,238,1030,8338,5914,5701,21.4,1681419600,106,7.2,1.6
45,2023-04-15,17.3,43,346,245,118,908,853,26.3,1681549200,6.1,189,2.8,1681567200,17.4,1681509600,0.0,0.0,885,final,78,1018,0,,240,1025,8308,5870,5771,21.8,1681506000,189,8.4,1.8
60,2023-04-16,15.7,43,345,243,118,906,848,24.1,1681635600,4.2,180,2.4,1681646400,17.0,1681675200,0.0,0.0,884,final,79,1018,0,,189,1021,8278,5826,4544,19.8,1681592400,180,6.0,1.5
70,2023-04-17,16.4,42,344,241,117,904,843,23.0,1681729200,3.9,88,2.4,1681729200,17.0,1681682400,1.0,1.0,884,final,82,1018,0,,157,1017,8248,5782,3764,19.6,1681678800,88,7.2,1.8
58,2023-04-18,16.8,42,342,239,117,903,839,23.0,1681815600,5.3,65,3.6,1681815600,17.0,1681768800,0.0,0.0,886,final,84,1020,0,,208,1013,8218,5738,4994,19.7,1681765200,65,9.2,2.5
65,2023-04-19,17.4,42,341,237,117,901,834,24.8,1681902000,4.9,75,3.6,1681902000,16.7,1681855200,1.0,1.0,886,final,84,1019,0,,196,1009,8188,5694,4704,20.3,1681851600,75,8.8,2.3
61,2023-04-20,17.9,42,340,235,117,899,829,24.1,1681981200,5.4,48,3.6,1681988400,17.8,1681941600,24.0,24.0,882,final,85,1015,0,,209,1004,8158,5651,5012,20.6,1681938000,48,9.6,2.4
48,2023-04-21,17.6,42,339,234,116,898,824,27.0,1682078400,6.1,176,2.8,1682078400,17.0,1682042400,3.8,3.8,879,final,83,1012,0,,223,1000,8127,5608,5356,21.0,1682024400,176,9.6,1.5
40,2023-04-22,15.6,41,337,232,116,896,819,27.4,1682161200,6.3,169,2.0,1682157600,15.2,1682132400,0.3,0.3,880,final,76,1013,0,,172,996,8097,5565,4118,20.7,1682110800,169,6.8,1.2
39,2023-04-23,15.5,41,336,230,116,894,815,26.7,1682247600,6.4,157,2.0,1682247600,15.6,1682215200,0.0,0.0,879,final,75,1012,0,,226,992,8066,5523,5415,20.7,1682197200,157,6.4,1.6
23,2023-04-24,14.5,41,335,228,115,893,810,25.2,1682334000,6.7,255,4.4,1682334000,15.2,1682298000,1.0,1.0,879,final,72,1012,0,,227,987,8035,5481,5438,20.1,1682283600,255,12.8,2.2
39,2023-04-25,14.2,41,334,227,115,891,805,23.0,1682420400,5.5,231,2.8,1682420400,14.4,1682388000,0.0,0.0,881,final,79,1015,0,,216,983,8005,5439,5193,18.2,1682370000,231,7.6,1.7
27,2023-04-26,12.7,41,332,225,115,889,800,22.6,1682506800,6.4,229,2.4,1682514000,14.1,1682478000,0.0,0.0,882,final,77,1016,0,,222,979,7974,5398,5317,17.1,1682456400,229,7.6,1.4
28,2023-04-27,13.2,41,331,223,114,888,796,23.7,1682593200,5.0,121,2.0,1682596800,11.5,1682625600,0.0,0.0,883,final,77,1018,0,,217,975,7943,5356,5216,17.6,1682542800,121,6.0,1.3
59,2023-04-28,15.0,40,330,221,114,886,791,23.3,1682683200,4.4,77,4.0,1682683200,15.6,1682632800,0.0,0.0,885,final,80,1020,0,,196,971,7913,5316,4695,18.8,1682629200,77,10.4,2.5
57,2023-04-29,15.6,40,328,220,114,885,786,23.0,1682766000,4.2,68,3.2,1682766000,15.2,1682733600,0.0,0.0,884,final,83,1018,0,,187,967,7882,5276,4481,18.8,1682715600,68,9.2,2.1
42,2023-04-30,14.8,40,327,218,114,883,782,24.8,1682845200,5.6,149,2.4,1682863200,15.9,1682802000,0.0,0.0,881,final,75,1015,0,,216,962,7851,5236,5172,19.9,1682802000,149,6.8,1.5
40,2023-05-01,14.3,40,326,217,113,881,777,23.3,1682938800,5.2,233,2.8,1682946000,14.8,1682906400,0.0,0.0,881,final,79,1015,0,,209,958,7821,5196,5022,18.5,1682888400,233,8.4,1.8
